id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,10000,10000,10000, 36 months,10.33,324.23,B,B1,Sonographer ,< 1 year,MORTGAGE,65000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,283xx,NC,9.89,0,Mar-02,0,,,11,0,11923,61.5,21,w,9521.66,9521.66,639.85,639.85,478.34,161.51,0,0,0,Feb-19,324.23,Mar-19,Feb-19,0,,1,Individual,,,,0,0,159734,0,1,1,1,12,4979,89,0,1,3309,68,19400,0,0,0,3,14521,1731,82.5,0,0,96,201,17,12,1,17,,14,,0,5,8,5,6,9,9,11,8,11,0,0,0,1,100,80,0,0,171381,16902,9900,5618,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,14000, 36 months,14.47,481.69,C,C2,Rad tech,10+ years,MORTGAGE,36000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,693xx,NE,28.1,0,Mar-03,0,24,,5,0,6120,58.8,12,f,13370.48,13370.48,946.5,946.5,629.52,316.98,0,0,0,Feb-19,481.69,Mar-19,Feb-19,0,28,1,Individual,,,,0,0,40699,0,1,1,1,11,34579,,0,0,4140,59,10400,1,0,3,1,8140,3380,64.4,0,0,138,189,49,11,0,74,28,11,28,3,2,2,3,8,3,4,9,2,5,0,0,0,1,66.7,33.3,0,0,48860,40699,9500,38460,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,13.56,339.65,C,C1,Operations Manager,4 years,MORTGAGE,125000,Not Verified,Dec-18,Current,n,,,home_improvement,Home improvement,114xx,NY,19.75,0,Aug-97,1,39,,8,0,32903,85.7,21,w,9544.14,9544.14,668,668,455.86,212.14,0,0,0,Feb-19,339.65,Mar-19,Feb-19,0,39,1,Individual,,,,0,0,682749,1,2,2,4,5,33465,86,0,1,22350,86,38400,2,0,1,5,85344,5497,85.7,0,0,181,256,18,5,5,18,,5,,1,3,3,4,6,10,4,6,3,8,0,0,0,2,95.2,50,0,0,722519,66368,38400,39044,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,8.81,253.7,A,A5,Bartender,3 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,054xx,VT,13.05,0,Feb-09,0,,,10,0,5687,11.7,13,w,7608.64,7608.64,501.53,501.53,391.36,110.17,0,0,0,Feb-19,253.7,Mar-19,Feb-19,0,,1,Individual,,,,0,0,139529,0,2,1,2,9,10024,77,0,4,2633,26,48600,1,1,2,6,13953,29313,11.2,0,0,13,118,13,9,2,13,,7,,0,4,5,5,5,2,7,9,5,10,0,0,0,1,100,0,0,0,204955,15711,33000,13000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,8.19,251.4,A,A4,Management,10+ years,MORTGAGE,100000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,208xx,MD,10.86,4,Mar-00,0,8,,17,0,9690,56.3,28,f,7702.72,7702.72,360.32,360.32,297.28,63.04,0,0,0,Feb-19,265.78,Mar-19,Feb-19,0,17,1,Individual,,,,0,0,1057704,0,1,1,1,10,33380,,2,3,2303,55,17200,2,0,2,5,62218,2235,71.7,0,0,134,225,10,10,8,33,,8,,7,4,9,4,6,5,10,13,9,17,0,0,2,3,70.4,25,0,0,1172484,44041,7900,37229,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,7.56,934.02,A,A3,Licensed Clinical Psychologist,7 years,MORTGAGE,155000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,602xx,IL,4.33,0,Jul-99,0,,,6,0,1288,36.8,35,w,28505.27,28505.27,1849.14,1849.14,1494.73,354.41,0,0,0,Feb-19,934.02,Mar-19,Feb-19,0,,1,Individual,,,,0,661,692476,0,1,0,0,101,132955,,0,0,0,35,3500,0,0,0,0,115413,500,0,0,0,233,207,27,27,2,178,,,,0,0,1,1,6,21,2,11,1,6,0,0,0,0,100,0,0,0,775402,137713,500,140037,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,16.14,528.4,C,C4,,< 1 year,OWN,100000,Not Verified,Dec-18,Current,n,,,major_purchase,Major purchase,870xx,NM,8.58,1,Oct-04,0,17,,8,0,31239,69.9,22,w,14342.31,14342.31,1036.62,1036.62,657.69,378.93,0,0,0,Feb-19,528.4,Mar-19,Feb-19,0,,1,Individual,,,,0,0,31239,0,0,0,0,56,0,,2,2,7692,70,44700,0,2,1,2,3905,12161,72,0,0,170,163,7,7,0,7,17,11,17,0,5,5,7,9,8,8,14,5,8,0,0,0,2,95.5,42.9,0,0,44700,31239,43400,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,14.47,376.21,C,C2,Executive Chef,9 years,MORTGAGE,78000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,208xx,MD,25.14,0,Mar-99,1,,,12,0,29731,79.1,16,w,15631.24,15631.24,733.13,733.13,368.76,364.37,0,0,0,Feb-19,376.21,Mar-19,Feb-19,0,,1,Individual,,,,0,0,439572,3,2,0,0,28,33773,82,2,2,19448,80,37600,1,0,3,3,36631,6960,78.5,0,0,237,91,5,5,1,5,,5,,0,7,9,7,7,5,9,10,9,12,0,0,0,3,100,42.9,0,0,464257,63504,32400,48631,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,32500,32500,32500, 60 months,8.19,661.95,A,A4,signal testman,10+ years,MORTGAGE,94000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,463xx,IN,11.95,0,Nov-05,0,34,,12,0,19657,32.6,38,w,31616.72,31616.72,1301.72,1301.72,883.28,418.44,0,0,0,Feb-19,661.95,Mar-19,Feb-19,0,,1,Individual,,,,0,0,164772,0,2,1,1,12,16656,49,1,1,3904,39,60300,1,2,1,2,13731,35519,32.1,0,0,130,157,10,10,4,10,34,12,34,0,7,9,7,14,12,9,22,9,12,0,0,0,2,97.3,14.3,0,0,232952,36313,52300,33688,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,8400,8400,8400, 36 months,16.14,295.9,C,C4,Fsr,1 year,MORTGAGE,50000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,207xx,MD,20.09,0,Feb-04,0,47,117,10,1,8535,57.3,14,w,8031.7,8031.7,580.5,580.5,368.3,212.2,0,0,0,Feb-19,295.9,Mar-19,Feb-19,0,,1,Individual,,,,0,0,22191,1,1,0,0,44,13656,46,1,2,1703,50,14900,0,0,2,2,2219,2701,70,0,0,44,178,2,2,0,24,47,0,47,0,6,8,6,8,1,9,13,8,10,0,0,0,1,85.7,83.3,1,0,44647,22191,9000,29747,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 60 months,18.94,518.16,D,D2,Software Developer,2 years,MORTGAGE,68000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,841xx,UT,35.23,0,Mar-07,0,,,16,0,20136,36,28,w,19591.82,19591.82,1004.75,1004.75,408.18,596.57,0,0,0,Feb-19,518.16,Mar-19,Feb-19,0,,1,Joint App,104000,27.77,Not Verified,0,0,383127,5,3,0,3,13,73962,56,3,9,269,45,56000,0,1,3,14,23945,10546,4.1,0,0,141,32,4,4,2,5,,6,,0,2,6,5,5,14,11,12,6,16,0,0,0,5,100,0,0,0,443224,94098,11000,96878,30604,Oct-06,2,2,14,46.1,2,12,0,0,57,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,23000,23000,23000, 60 months,14.47,540.8,C,C2,Assistant Manager to Production,3 years,RENT,33000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,600xx,IL,44.33,0,Feb-05,0,49,,12,0,23649,90.3,27,w,22469.91,22469.91,1053.87,1053.87,530.09,523.78,0,0,0,Feb-19,540.8,Mar-19,Feb-19,0,,1,Joint App,82000,23.82,,0,0,54339,0,9,0,0,33,30690,56,0,1,4550,67,26200,0,1,0,1,4528,550,89.2,0,0,166,158,20,20,0,138,,20,49,0,1,2,1,2,20,3,7,2,12,0,0,0,0,96.3,100,0,0,80783,54339,5100,54583,23649,Feb-04,0,0,6,,6,1,0,0,45,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4800,4800,4800, 36 months,10.33,155.63,B,B1,Supervisor,5 years,OWN,80000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,288xx,NC,17.37,0,Jan-12,0,53,,7,0,4382,49.2,13,w,4570.4,4570.4,307.13,307.13,229.6,77.53,0,0,0,Feb-19,155.63,Mar-19,Feb-19,0,53,1,Individual,,,,0,0,47587,1,3,1,4,11,43205,76,1,1,1775,66,8900,1,4,2,5,6798,828,78.8,0,0,83,61,1,1,0,1,,9,,1,2,3,2,4,5,4,7,3,7,0,0,0,2,92.3,50,0,0,63015,47587,3900,54115,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,40000,40000,40000, 60 months,8.19,814.7,A,A4,SERVICE ADVISOR,10+ years,MORTGAGE,99000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,450xx,OH,21.75,0,Apr-93,0,,,11,0,48071,72.2,22,w,38912.9,38912.9,1602.1,1602.1,1087.1,515,0,0,0,Feb-19,814.7,Mar-19,Feb-19,0,,1,Individual,,,,0,0,190439,0,1,0,0,43,6919,30,0,0,17829,61,66600,0,1,0,0,17313,14306,76.7,0,0,151,308,83,43,2,83,,19,,0,7,9,7,9,6,9,14,9,11,0,0,0,0,100,28.6,0,0,242324,54990,61400,23340,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,3600,3600,3600, 36 months,10.33,116.73,B,B1,Independent Provider,< 1 year,RENT,26000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,440xx,OH,14.33,0,Jan-08,1,,96,8,1,1528,10.8,12,w,3427.78,3427.78,230.36,230.36,172.22,58.14,0,0,0,Feb-19,116.73,Mar-19,Feb-19,0,,1,Individual,,,,0,0,10139,2,2,1,1,11,8611,64,2,3,0,37,14200,1,0,3,4,1267,7900,0,0,0,55,131,1,1,0,1,,1,,0,0,2,3,4,3,6,9,2,8,0,0,0,3,100,0,1,0,27689,10139,7900,13489,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,36950,36950,36950, 60 months,11.8,818.21,B,B4,Director of Infrastructure Engineering,1 year,RENT,284000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,941xx,CA,3.95,0,Dec-95,2,62,,12,0,5603,11.6,29,w,36035.79,36035.79,1600.09,1600.09,914.21,685.88,0,0,0,Feb-19,818.21,Mar-19,Feb-19,0,,1,Individual,,,,0,0,61275,4,2,2,2,3,55672,95,2,5,5603,57,48300,0,0,2,7,5106,39397,12.5,0,0,276,183,2,2,1,2,62,3,62,0,1,1,7,10,12,10,16,1,12,0,0,0,4,96.6,0,0,0,107000,61275,45000,58700,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,7.02,463.3,A,A2,Teacher,9 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,300xx,GA,6.41,0,Dec-09,1,,,6,0,20257,31,8,w,14246.7,14246.7,917.82,917.82,753.3,164.52,0,0,0,Feb-19,463.3,Mar-19,Feb-19,0,,1,Individual,,,,0,0,152396,1,0,0,0,,0,,1,1,9190,31,65300,1,0,1,2,25399,45043,31,0,0,,108,6,6,1,6,,6,,0,5,5,5,6,0,5,7,5,6,0,0,0,1,100,0,0,0,205715,20257,65300,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16800,16800,16800, 60 months,11.8,372.02,B,B4,Drafter,7 years,MORTGAGE,56000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,086xx,NJ,11.36,0,Jan-01,0,,,4,0,11771,55.3,10,w,16384.33,16384.33,727.52,727.52,415.67,311.85,0,0,0,Feb-19,372.02,Mar-19,Feb-19,0,,1,Joint App,116000,8.38,Not Verified,0,0,217511,1,1,0,1,24,12615,71,1,2,11366,62,21300,0,0,0,5,54378,9529,55.3,0,0,120,215,1,1,2,80,,17,,0,2,2,2,6,2,2,6,2,4,0,0,0,1,100,50,0,0,237179,24386,21300,17879,11771,Jul-97,0,2,2,,1,11,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13000,13000,13000, 36 months,7.02,401.53,A,A2,Kitchen Worker,8 years,OWN,35000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,891xx,NV,36.08,0,Dec-08,0,,,15,0,11304,19.4,35,w,12347.14,12347.14,795.46,795.46,652.86,142.6,0,0,0,Feb-19,401.53,Mar-19,Feb-19,0,,1,Individual,,,,0,350,43540,0,1,1,1,9,32236,,0,0,4960,19,58200,0,0,2,1,3110,31846,23.8,0,0,84,120,25,9,1,25,,5,,0,6,11,7,10,11,14,23,11,15,0,0,0,1,100,0,0,0,93698,43540,41800,35498,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,31200,31200,31200, 60 months,11.8,690.88,B,B4,Sales ,10+ years,MORTGAGE,105000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,297xx,SC,27.47,0,Aug-05,1,,,15,0,469,2.4,44,w,30428.06,30428.06,1351.08,1351.08,771.94,579.14,0,0,0,Feb-19,690.88,Mar-19,Feb-19,0,,1,Individual,,,,0,0,188064,3,3,4,7,3,112443,99,5,10,113,57,19900,2,3,2,17,12538,9181,1.3,0,0,151,160,5,3,2,5,,5,,0,2,3,5,13,16,11,26,3,15,0,0,0,9,100,0,0,0,226205,112912,9300,120181,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,16.91,620.11,C,C5,HR SPECIALIST,10+ years,MORTGAGE,130000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,226xx,VA,21.05,0,Apr-04,1,,,21,0,53396,89.1,40,w,24460.59,24460.59,1204.99,1204.99,539.41,665.58,0,0,0,Feb-19,620.11,Mar-19,Feb-19,0,,1,Individual,,,,0,0,356547,1,2,1,4,5,32706,81,0,1,6426,86,59900,4,0,4,5,16978,1047,96.8,0,0,107,176,21,5,4,42,,5,,0,11,17,11,16,12,17,24,17,21,0,0,0,1,100,100,0,0,420648,86102,33000,40279,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30800,30800,30800, 36 months,11.31,1012.89,B,B3,Library Information Specialist,10+ years,MORTGAGE,105000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,600xx,IL,25.65,0,Aug-02,0,,,10,0,31705,65.9,20,f,29347.98,29347.98,1851.61,1851.61,1452.02,399.59,0,0,0,Feb-19,1012.89,Mar-19,Feb-19,0,,1,Individual,,,,0,0,337707,0,3,0,1,17,15351,27,1,2,7841,45,48100,1,0,0,3,33771,15871,63.2,0,0,61,196,11,11,2,11,,17,,0,5,6,5,8,6,6,12,6,10,0,0,0,1,100,60,0,0,469095,47056,43100,57167,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 36 months,6.46,490.1,A,A1,software developer,2 years,RENT,80000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,774xx,TX,7.31,0,Feb-14,0,,,8,0,15014,27.8,9,w,15596.03,15596.03,481.49,481.49,403.97,77.52,0,0,0,Feb-19,490.1,Mar-19,Feb-19,0,,1,Individual,,,,0,0,19297,0,0,1,1,11,0,,0,1,4498,33,54000,0,1,0,3,2412,38986,27.8,0,0,11,58,20,10,0,20,,,,0,6,6,7,7,1,7,7,6,8,0,0,0,2,100,42.9,0,0,59303,19297,54000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,3600,3600,3600, 36 months,14.47,123.87,C,C2,Office Administrator,2 years,MORTGAGE,52000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,984xx,WA,16.43,0,Jan-90,3,,53,8,1,7123,69.2,21,w,3438.11,3438.11,243.4,243.4,161.89,81.51,0,0,0,Feb-19,123.87,Mar-19,Feb-19,0,,1,Individual,,,,0,0,18577,2,4,2,3,5,11454,75,0,0,4333,73,10300,3,0,3,3,2322,198,97.1,0,0,138,347,25,5,3,25,,0,,0,2,3,2,5,9,4,9,3,8,0,0,0,2,100,100,1,0,25500,18577,6900,15200,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,30000,30000,30000, 36 months,7.02,926.59,A,A2,Registered Nurse,4 years,MORTGAGE,92000,Not Verified,Dec-18,Current,n,,,major_purchase,Major purchase,652xx,MO,12.91,0,Dec-07,0,,,16,0,10606,16.6,28,w,28493.43,28493.43,1835.63,1835.63,1506.57,329.06,0,0,0,Feb-19,926.59,Mar-19,Feb-19,0,,1,Individual,,,,0,0,183757,0,2,0,1,24,20250,48,3,4,4861,29,63800,0,2,4,6,11485,42371,19.8,0,0,105,132,8,8,5,8,,1,,0,3,4,10,10,6,12,17,4,16,0,0,0,3,100,0,0,0,288285,30856,52800,42550,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1000,1000,1000, 36 months,23.4,38.92,E,E1,Patient care technician,4 years,MORTGAGE,39000,Not Verified,Dec-18,Current,n,,,vacation,Vacation,902xx,CA,10.18,0,Mar-12,0,,,5,0,0,0,7,f,960.78,960.78,75.89,75.89,39.22,36.67,0,0,0,Feb-19,38.92,Mar-19,Feb-19,0,,1,Individual,,,,0,0,3856,0,2,1,1,7,3856,33,0,0,0,22,5800,1,0,1,1,964,5800,0,0,0,26,81,59,7,0,59,,7,,0,0,0,3,4,2,3,5,0,5,0,0,0,1,100,0,0,0,17613,3856,5800,11813,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 36 months,6.46,490.1,A,A1,Registered nurse,10+ years,MORTGAGE,110000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,142xx,NY,4.21,0,Nov-02,0,,,11,0,6602,13,21,w,15189.89,15189.89,971.59,971.59,810.11,161.48,0,0,0,Feb-19,490.1,Mar-19,Feb-19,0,,1,Individual,,,,0,0,134393,0,3,0,0,25,18367,46,1,3,3627,28,50600,0,0,4,3,12218,43998,13,0,0,184,193,12,12,2,12,,0,,0,2,2,6,9,9,6,10,2,11,0,0,0,1,100,0,0,0,237850,24969,50600,39593,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16800,16800,16800, 36 months,11.8,556.4,B,B4,Medical Coder,8 years,MORTGAGE,47800,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,680xx,NE,29.95,0,Sep-03,0,,,8,0,10241,83.3,18,w,16013.75,16013.75,1096.28,1096.28,786.25,310.03,0,0,0,Feb-19,556.4,Mar-19,Feb-19,0,,1,Individual,,,,0,0,105752,0,5,0,1,15,33072,68,0,0,5709,71,12300,1,0,0,1,13219,2059,83.3,0,0,148,183,56,15,2,88,,15,,0,2,2,2,5,8,2,8,2,8,0,0,0,0,100,50,0,0,129050,43313,12300,48383,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6500,6500,6500, 36 months,10.33,210.75,B,B1,Custodian ,< 1 year,MORTGAGE,42000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,461xx,IN,27.69,0,Oct-09,0,69,,13,0,7169,19.9,19,f,6189.08,6189.08,415.9,415.9,310.92,104.98,0,0,0,Feb-19,210.75,Mar-19,Feb-19,1,,1,Individual,,,,0,11675,178602,1,2,1,2,10,11036,53,1,2,3843,32,36000,2,0,2,4,13739,14428,30.3,0,0,86,110,1,1,1,1,,7,,0,5,7,6,8,5,10,13,7,13,0,0,0,2,100,16.7,0,0,229791,18205,20700,21014,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6500,6500,6500, 36 months,6.46,199.11,A,A1,Production Supervisor,3 years,MORTGAGE,40000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,454xx,OH,13.92,0,Apr-11,1,,98,5,1,6393,35.5,6,w,6170.87,6170.87,384.23,384.23,329.13,55.1,0,0,0,Feb-19,199.11,Mar-19,Feb-19,0,,1,Individual,,,,0,0,92577,1,1,0,1,22,12368,75,1,1,3427,54,18000,2,2,1,2,18515,10407,36.9,0,0,22,92,6,6,2,77,,6,,0,2,3,2,2,1,3,3,3,5,0,0,0,1,100,50,1,0,115093,18761,16500,16579,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,12.98,272.92,B,B5,,< 1 year,RENT,55000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,958xx,CA,21.73,0,Sep-10,0,,85,10,1,8704,69.6,14,w,11712.21,11712.21,532.86,532.86,287.79,245.07,0,0,0,Feb-19,272.92,Mar-19,Feb-19,0,,1,Individual,,,,0,0,85665,0,5,0,1,17,76961,93,0,1,0,90,12500,1,0,0,2,9518,1500,0,0,0,99,68,17,17,0,17,,13,,0,0,1,1,2,8,5,6,1,10,0,0,0,0,100,0,1,0,95048,85665,1500,82548,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11500,11500,11500, 36 months,8.19,361.38,A,A4,President,10+ years,MORTGAGE,173370,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,550xx,MN,25.29,0,Oct-99,0,,,20,0,101322,70,34,w,11217.11,11217.11,374.46,374.46,282.89,91.57,0,0,0,Feb-19,382.31,Mar-19,Feb-19,0,,1,Individual,,,,0,0,509992,1,3,0,2,15,46707,42,3,4,14259,63,181400,1,1,0,7,25500,15228,83,0,0,167,230,1,1,2,11,,15,,0,10,11,10,12,13,16,19,11,20,0,0,0,3,100,70,0,0,632840,148029,89700,73440,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 36 months,8.19,1256.97,A,A4,Handbags Manager,9 years,MORTGAGE,55000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,919xx,CA,16.08,0,Sep-98,0,74,,14,0,18908,23.8,23,w,39016.03,39016.03,1366.17,1366.17,983.97,382.2,0,0,0,Feb-19,1393.47,Mar-19,Feb-19,0,,1,Joint App,220952,32.54,Not Verified,0,0,579998,2,1,0,0,29,14291,55,4,5,6675,32,79500,0,0,0,5,41428,46557,25,0,0,80,243,3,3,7,3,,,,0,5,8,8,9,2,12,14,8,14,0,0,0,4,95.5,0,0,0,675485,33199,62100,25985,109468,Apr-00,0,7,24,73.4,5,25,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,31000,31000,31000, 60 months,16.91,768.94,C,C5,Senior Project Coordinator,1 year,RENT,52000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,852xx,AZ,30.39,0,Aug-08,1,,,13,0,32472,71.5,24,w,30331.12,30331.12,1334.03,1334.03,668.88,665.15,0,0,0,Feb-19,768.94,Mar-19,Feb-19,0,,1,Individual,,,,0,0,54034,2,6,1,1,5,21562,63,1,2,9740,68,45400,0,2,3,3,4156,11728,73.5,0,0,124,102,2,2,0,2,,4,,0,5,5,6,7,16,7,8,5,13,0,0,0,2,100,33.3,0,0,79466,54034,44200,34066,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,20000,20000,20000, 60 months,20.89,539.84,D,D4,laborer,10+ years,RENT,38000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,386xx,MS,26.03,1,Mar-87,0,8,,10,0,4233,36.2,22,w,19613.32,19613.32,1044.86,1044.86,386.68,658.18,0,0,0,Feb-19,539.84,Mar-19,Feb-19,0,61,1,Individual,,,,0,58,27620,0,2,1,1,9,23387,69,0,0,2102,40,11700,0,0,0,1,3069,4177,35.7,0,0,248,381,42,9,0,107,61,,61,1,2,5,3,8,8,8,14,5,10,0,0,0,1,90.9,33.3,0,0,48749,27620,6500,37049,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000, 60 months,15.02,499.81,C,C3,Admission Counsellor,4 years,MORTGAGE,51000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,030xx,NH,22,0,Sep-10,0,,,15,0,5629,13,17,w,20523.11,20523.11,973.34,973.34,476.89,496.45,0,0,0,Feb-19,499.81,Mar-19,Feb-19,0,,1,Individual,,,,0,0,59030,0,10,1,2,12,53401,94,0,0,5466,59,43200,1,0,1,2,3935,37571,13,0,0,99,91,36,12,0,36,,12,,0,2,2,5,5,11,5,6,2,15,0,0,0,1,100,0,0,0,100200,59030,43200,57000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
